id,name,team,position_1,position_2,position_3,position_4,position_5,position_6,height,weight,left_foot,right_foot,corners,crossing,dribbling,finishing,first_touch,free_kick_taking,heading,long_shots,long_throws,marking,passing,penalty_taking,tackling,technique,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off_the_ball,positioning,teamwork,vision,work_rate,acceleration,agility,balance,jumping_reach,natural_fitness,pace,stamina,strength,aerial_reach,command_of_area,communication,eccentricity,handling,kicking,one_on_ones,punching_tendency,reflexes,rushing_out_tendency,throwing
417,Sandro Tonali,Newcastle,mc,dm,,,,,1.81,80,12,20,14,13,13,9,15,13,9,12,9,13,14,12,15,15,15,15,16,15,15,14,16,12,14,13,14,17,14,16,13,14,15,9,14,14,15,14,,,,,,,,,,,
418,Kieran Trippier,Newcastle,dr,wbr,,,,,1.78,72,9,20,16,15,11,8,14,15,11,11,10,13,15,4,14,15,12,14,13,14,12,15,15,8,18,14,13,16,15,16,12,11,13,8,16,12,15,12,,,,,,,,,,,
419,Joe White,Newcastle,mc,amc,amr,,,,1.86,70,20,10,10,11,12,11,12,8,9,11,9,9,12,10,10,14,9,10,9,11,11,8,11,14,8,11,12,13,12,14,13,9,9,14,12,14,13,9,,,,,,,,,,,
420,Joe Willock,Newcastle,mc,,,,,,1.79,71,10,20,7,11,15,12,14,10,7,11,4,8,15,9,10,14,10,14,13,14,14,13,13,15,4,16,9,16,15,16,17,17,13,8,14,15,15,12,,,,,,,,,,,
421,Callum Wilson,Newcastle,st,,,,,,1.8,66,10,20,5,7,12,17,12,5,11,9,3,3,12,15,6,12,10,14,14,16,12,14,15,11,13,15,7,13,11,17,15,13,13,9,12,11,12,15,,,,,,,,,,,
574,Miodrag Pivaš,Newcastle,dm,,,,,,1.88,70,7,20,8,9,6,8,10,8,9,7,4,10,15,2,11,12,8,12,10,8,6,15,15,5,13,9,11,10,11,11,15,12,10,9,9,14,7,9,,,,,,,,,,,
590,William Osula,Newcastle,st,amr,aml,,,,1.86,81,12,20,7,9,11,13,11,6,10,8,4,7,9,7,6,12,12,11,12,12,9,9,11,13,6,12,8,14,8,15,15,13,12,12,13,14,13,14,,,,,,,,,,,
26,Álex Moreno Lopera,Nott'm Forest,dl,wbl,ml,aml,,,1.76,68,20,8,10,14,15,10,13,8,9,9,12,11,13,9,13,14,9,13,12,11,11,12,12,14,9,14,13,13,12,15,16,15,12,9,14,17,17,12,,,,,,,,,,,
422,Ola Aina,Nott'm Forest,dr,wbr,dl,wbl,mr,ml,1.84,82,15,20,5,12,12,7,11,4,11,6,12,9,11,5,12,12,11,9,9,11,9,9,12,14,7,11,9,10,10,12,17,13,12,11,16,17,13,10,,,,,,,,,,,
423,Elliot Anderson,Nott'm Forest,mc,amc,aml,amr,,,1.79,76,15,20,11,12,14,13,14,13,10,13,4,9,14,12,11,14,14,13,14,14,13,13,13,13,8,13,13,16,13,16,15,13,14,9,11,13,14,13,,,,,,,,,,,
424,Taiwo Awoniyi,Nott'm Forest,st,,,,,,1.83,74,9,20,7,9,15,16,14,8,14,11,5,4,11,12,4,14,14,13,13,9,11,10,13,13,5,15,5,11,11,13,16,15,16,11,13,15,13,16,,,,,,,,,,,
425,Willy Boly,Nott'm Forest,dc,,,,,,1.95,97,8,20,2,4,12,9,11,3,15,9,5,13,13,5,14,13,17,15,14,13,11,12,13,13,12,9,15,13,11,13,11,11,16,16,10,12,11,17,,,,,,,,,,,
426,Josh Bowler,Nott'm Forest,amr,mr,aml,ml,,,1.75,69,20,8,11,10,14,11,12,10,4,9,2,5,10,10,5,13,10,11,10,12,9,8,13,15,8,11,5,7,12,7,15,14,12,8,13,14,10,7,,,,,,,,,,,
427,Carlos Miguel dos Santos Pereira,Nott'm Forest,gk,,,,,,2.04,111,5,20,,,,,7,5,,,,,7,2,,7,12,13,13,11,11,13,12,5,13,3,12,12,10,11,9,12,9,20,13,10,10,17,20,11,11,5,13,7,13,9,14,8,14
428,Eric da Silva Moreira,Nott'm Forest,amr,mr,wbr,dr,,,1.85,73,6,20,12,11,13,10,12,12,8,10,14,9,11,12,10,13,11,9,9,9,9,8,13,14,5,12,9,12,11,13,13,13,10,11,15,14,12,10,,,,,,,,,,,
429,Danilo dos Santos de Oliveira,Nott'm Forest,mc,dm,,,,,1.76,69,20,11,10,11,13,9,13,12,11,11,6,13,13,9,13,14,13,15,12,13,13,13,13,12,8,12,13,15,13,14,13,14,13,8,13,12,13,11,,,,,,,,,,,
430,Emmanuel Dennis,Nott'm Forest,amr,mr,aml,,,,1.75,66,6,20,9,11,13,13,11,9,9,10,5,6,12,14,8,12,14,12,16,13,10,8,11,14,8,10,5,10,7,10,17,15,12,7,13,18,13,13,,,,,,,,,,,
431,Nicolás Domínguez,Nott'm Forest,dm,mc,,,,,1.79,73,9,20,5,11,11,8,15,6,13,11,5,9,16,9,17,15,17,13,15,13,13,13,16,11,11,12,13,15,16,15,12,13,11,11,15,12,17,11,,,,,,,,,,,
432,Anthony Elanga,Nott'm Forest,aml,ml,amr,mr,,,1.8,71,9,20,5,8,14,13,12,4,7,11,2,1,10,10,6,13,12,9,8,10,9,8,13,16,3,12,8,13,6,14,18,14,11,10,15,18,14,13,,,,,,,,,,,
433,Morgan Gibbs-White,Nott'm Forest,mc,amc,amr,,,,1.78,72,10,20,15,13,15,12,16,12,10,12,6,7,16,11,10,16,12,14,10,14,13,15,14,16,8,15,11,14,15,15,14,16,15,11,12,15,13,13,,,,,,,,,,,
434,Callum Hudson-Odoi,Nott'm Forest,aml,amr,amc,ml,mr,,1.82,76,13,20,12,14,15,10,15,12,7,8,5,7,14,11,7,15,7,11,8,12,9,12,10,15,3,14,7,10,14,11,16,15,12,11,12,15,12,8,,,,,,,,,,,
435,Alex Mighten,Nott'm Forest,amr,aml,st,,,,1.78,72,9,20,5,10,12,10,11,4,8,6,2,3,10,8,4,12,5,11,10,8,7,7,14,16,6,12,8,8,11,11,12,13,10,7,11,14,9,8,,,,,,,,,,,
436,Murillo Santiago Costa dos Santos,Nott'm Forest,dc,dl,dm,,,,1.88,83,20,8,7,10,14,8,15,11,14,8,9,13,15,11,15,14,12,14,14,12,13,13,13,11,10,10,14,13,12,15,15,14,13,14,13,14,14,15,,,,,,,,,,,
437,Neco Williams,Nott'm Forest,dr,wbr,dl,wbl,,,1.83,72,9,20,8,14,13,11,14,7,11,12,10,11,12,6,13,13,13,10,12,11,10,10,14,11,6,11,10,14,12,14,14,13,13,11,15,14,14,11,,,,,,,,,,,
438,Omar Richards,Nott'm Forest,dl,wbr,,,,,1.74,70,20,10,9,11,14,8,13,6,6,7,12,12,12,8,14,14,12,12,11,12,11,11,15,14,7,13,12,16,11,16,14,14,12,7,16,15,14,9,,,,,,,,,,,
439,Lewis O'Brien,Nott'm Forest,dm,mc,,,,,1.73,71,20,10,8,10,13,11,12,7,7,10,4,10,12,9,13,12,10,13,14,12,10,14,15,9,13,14,13,15,12,15,12,13,14,7,14,13,16,12,,,,,,,,,,,
440,Andrew Omobamidele,Nott'm Forest,dc,,,,,,1.9,85,8,20,2,4,8,4,10,4,14,4,3,14,12,4,14,12,11,14,14,16,12,11,15,3,13,6,14,13,11,12,15,13,13,14,10,15,13,12,,,,,,,,,,,
441,Jonathan Panzo,Nott'm Forest,dc,dl,,,,,1.85,72,20,10,6,11,10,6,11,6,13,7,10,11,12,7,14,12,12,11,12,12,9,11,13,12,8,7,12,11,11,13,14,12,13,14,13,15,13,14,,,,,,,,,,,
442,Ibrahim Sangaré,Nott'm Forest,dm,mc,,,,,1.91,77,7,20,8,9,12,7,12,11,15,13,5,14,15,4,15,13,16,13,17,15,11,13,12,13,14,11,15,17,12,17,13,14,15,17,15,12,17,17,,,,,,,,,,,
443,Matz Sels,Nott'm Forest,gk,,,,,,1.91,75,9,20,,,,,11,9,,,,,11,3,,10,13,13,14,13,14,12,15,3,10,1,13,12,8,10,12,12,15,15,15,13,15,14,12,12,11,13,12,14,16,14,17,11,12
444,Harry Toffolo,Nott'm Forest,dl,wbl,,,,,1.83,71,20,8,12,13,11,12,13,14,12,10,10,11,13,7,12,12,11,12,11,12,11,13,12,7,9,12,12,13,13,13,13,12,11,10,14,12,15,11,,,,,,,,,,,
446,Hwang Ui-jo,Nott'm Forest,st,,,,,,1.85,82,11,20,3,9,11,12,11,4,11,10,2,7,11,11,6,11,12,11,14,11,10,11,12,12,9,12,8,14,11,14,11,11,12,11,12,12,13,12,,,,,,,,,,,
447,Chris Wood,Nott'm Forest,st,,,,,,1.91,90,11,20,3,9,11,13,12,10,15,11,3,7,12,15,9,12,14,14,16,13,13,14,15,10,14,12,10,16,9,15,12,11,16,16,14,11,15,15,,,,,,,,,,,
448,Joe Worrall,Nott'm Forest,dc,,,,,,1.93,64,13,20,5,6,5,4,10,5,14,4,6,11,12,4,13,9,14,11,16,11,11,11,13,7,15,6,12,14,7,13,10,10,11,15,12,11,14,14,,,,,,,,,,,
449,Ryan Yates,Nott'm Forest,dm,mc,,,,,1.9,96,13,20,7,10,10,11,12,10,15,9,4,12,13,4,14,12,12,12,15,13,12,13,16,6,12,13,14,15,12,15,11,13,12,14,15,13,16,13,,,,,,,,,,,
573,Nikola Milenković,Nott'm Forest,dc,,,,,,1.95,92,8,20,5,8,8,10,11,6,16,5,9,15,13,6,15,12,17,14,15,12,12,13,15,7,11,8,15,15,11,15,13,12,14,17,16,14,13,16,,,,,,,,,,,
596,João Pedro Ferreira Silva,Nott'm Forest,st,amr,aml,,,,1.8,72,9,20,8,8,13,12,12,8,11,10,9,7,10,10,8,13,15,14,16,10,12,10,18,15,7,12,6,12,11,16,16,15,10,7,13,16,14,10,,,,,,,,,,,
620,Ramón Sosa,Nott'm Forest,amr,aml,,,,,1.78,76,8,20,13,11,15,9,11,9,9,10,2,7,11,12,9,13,9,10,11,12,11,10,10,13,5,15,9,10,11,13,16,14,11,10,12,16,16,9,,,,,,,,,,,
653,Felipe Rodrigues da Silva morato,Nott'm Forest,dc,dl,,,,,1.92,84,20,10,6,9,9,8,9,6,14,8,10,15,13,10,14,10,14,14,15,13,12,11,13,8,13,11,13,14,12,13,12,11,15,16,15,13,14,16,,,,,,,,,,,
706,Zach Abbott,Nott'm Forest,dc,,,,,,1.86,79,8,20,5,4,7,5,9,3,11,6,7,9,10,5,11,10,14,8,6,11,12,15,14,7,12,5,15,9,4,12,12,9,9,11,12,12,12,10,,,,,,,,,,,
721,Wayne Hennessey,Nott'm Forest,gk,,,,,,1.96,90,13,20,,,,,7,4,,,,,13,1,,6,12,13,12,9,12,11,13,1,7,6,12,11,6,10,10,13,12,16,11,11,10,15,14,8,11,4,10,13,15,16,12,14,13
14,Aaron Ramsdale,Southampton,gk,,,,,,1.91,85,8,20,,,,,12,4,,,,,12,2,,12,12,13,16,12,12,12,17,10,13,9,12,15,13,10,8,15,12,14,11,7,12,15,14,15,15,10,16,16,17,10,16,11,16
27,Cameron Archer,Southampton,st,,,,,,1.71,71,10,20,4,7,12,16,13,7,10,12,3,4,8,10,4,13,9,10,10,15,11,11,15,13,8,14,11,11,11,14,16,13,12,11,13,14,12,13,,,,,,,,,,,
188,Lesley Ugochukwu,Southampton,mc,dm,,,,,1.88,85,10,20,10,10,10,9,13,10,12,11,5,12,13,10,12,11,11,12,12,12,11,11,15,11,6,11,12,13,12,13,11,12,12,12,12,12,14,15,,,,,,,,,,,
397,Ryan Fraser,Southampton,aml,ml,amr,mr,,,1.63,70,9,20,13,13,13,13,13,12,2,12,2,6,14,6,7,12,7,13,13,12,10,12,13,12,10,15,10,13,11,17,15,13,14,3,12,13,12,11,,,,,,,,,,,
451,Samuel Amo-Ameyaw,Southampton,aml,amr,st,,,,1.74,65,20,8,6,10,14,10,12,7,7,8,5,6,11,7,7,13,7,11,9,13,9,11,16,14,7,9,7,10,11,11,14,11,12,7,12,14,11,7,,,,,,,,,,,
452,Joe Aribo,Southampton,amc,amr,mc,aml,,,1.88,74,20,7,10,10,16,14,18,8,8,12,6,6,12,9,10,15,7,16,8,15,10,12,11,15,5,14,9,11,14,13,11,14,15,13,14,11,14,15,,,,,,,,,,,
453,Adam Armstrong,Southampton,amr,st,,,,,1.72,69,11,20,7,8,12,13,13,12,8,12,4,5,10,13,5,13,7,13,11,10,11,13,13,11,6,13,6,13,10,12,17,14,10,8,14,17,14,7,,,,,,,,,,,
454,Gavin Bazunu,Southampton,gk,,,,,,1.89,79,8,20,,,,,11,7,,,,,13,1,,11,8,11,11,11,8,11,15,8,7,12,11,12,12,11,12,13,13,13,13,11,13,10,14,14,13,4,16,14,14,9,16,11,12
455,Jan Bednarek,Southampton,dc,,,,,,1.89,77,11,20,2,7,9,7,11,3,14,5,5,14,12,5,14,13,12,14,17,12,14,14,13,8,13,5,14,14,9,15,13,12,13,14,17,13,17,15,,,,,,,,,,,
456,Armel Bella-Kotchap,Southampton,dc,,,,,,1.9,87,12,20,4,7,10,6,12,5,14,7,9,14,13,7,14,12,10,12,12,10,11,11,12,9,9,6,14,14,10,14,14,11,14,16,9,15,11,16,,,,,,,,,,,
457,James Bree,Southampton,dr,wbr,mr,,,,1.82,74,10,20,8,13,12,6,12,11,11,8,12,13,11,7,13,12,10,11,12,12,13,12,14,9,10,12,14,14,10,16,13,12,12,13,12,13,13,12,,,,,,,,,,,
458,Shea Charles,Southampton,dm,mc,,,,,1.89,79,9,20,7,7,10,7,13,8,13,8,9,13,13,7,13,13,13,13,13,14,12,13,14,9,10,12,13,14,13,14,12,11,12,13,14,12,14,13,,,,,,,,,,,
459,Samuel Edozie,Southampton,aml,amr,,,,,1.81,71,10,20,7,10,15,11,12,7,6,8,4,7,12,7,10,14,9,6,11,10,10,12,13,16,6,12,9,12,10,15,15,14,14,11,14,16,15,9,,,,,,,,,,,
460,Ronnie Edwards,Southampton,dc,,,,,,1.8,76,15,20,4,6,10,6,15,6,11,7,6,12,14,6,13,13,12,13,13,15,12,13,15,7,12,10,13,13,12,12,11,12,13,10,13,12,13,12,,,,,,,,,,,
461,Taylor Harwood-Bellis,Southampton,dc,dr,,,,,1.88,83,7,20,7,14,9,7,10,5,14,10,7,15,12,5,13,12,12,12,12,14,13,11,15,5,13,6,15,13,10,13,12,12,12,14,14,13,12,14,,,,,,,,,,,
462,Kamaldeen Sulemana,Southampton,aml,amr,,,,,1.75,69,12,20,8,11,15,14,12,6,5,12,2,3,11,10,3,16,9,12,11,12,9,12,13,17,3,14,5,9,12,12,18,15,8,8,12,18,8,7,,,,,,,,,,,
463,Adam Lallana,Southampton,amc,mc,dm,,,,1.73,73,14,20,10,12,15,7,15,6,5,6,3,10,14,8,8,17,11,14,13,15,16,15,15,16,16,15,12,15,14,12,9,12,11,5,14,9,11,8,,,,,,,,,,,
464,Juan Larios López,Southampton,dl,wbl,,,,,1.7,63,20,8,7,12,13,7,11,9,9,8,6,11,13,7,12,14,12,11,12,11,10,11,15,11,9,9,10,15,11,15,16,15,13,6,12,15,12,8,,,,,,,,,,,
465,Mateusz Lis,Southampton,gk,,,,,,1.93,83,8,20,,,,,11,7,,,,,12,2,,10,5,12,12,9,11,11,13,5,12,6,12,11,12,10,12,13,13,18,10,12,9,11,15,13,13,6,14,13,14,16,15,11,12
466,Joe Lumley,Southampton,gk,,,,,,1.96,73,6,20,,,,,10,7,,,,,10,3,,11,7,10,11,11,10,11,13,1,13,2,11,12,7,11,10,12,10,14,12,9,13,12,14,12,14,12,12,12,15,6,15,12,12
467,Ryan Manning,Southampton,dl,wbl,,,,,1.73,75,20,8,13,14,13,8,12,13,9,12,4,12,12,14,14,13,16,13,16,13,13,12,14,13,10,13,11,15,14,14,12,14,11,9,14,11,15,11,,,,,,,,,,,
468,Sékou Mara,Southampton,st,,,,,,1.84,80,8,20,6,6,14,13,12,9,13,11,6,7,13,10,7,13,9,13,13,13,14,12,17,12,8,14,9,14,14,14,14,12,11,12,12,14,12,13,,,,,,,,,,,
469,Alex McCarthy,Southampton,gk,,,,,,1.94,79,9,20,,,,,10,7,,,,,8,2,,10,7,13,12,9,10,11,15,3,7,7,15,12,9,11,9,13,12,17,13,9,13,15,14,13,13,5,14,14,14,15,13,11,11
470,Paul Onuachu,Southampton,st,,,,,,2.01,93,12,20,4,9,11,14,11,7,14,11,6,10,12,8,7,11,15,14,16,11,14,13,13,14,6,14,6,14,11,13,9,13,17,20,14,13,13,17,,,,,,,,,,,
471,Will Smallbone,Southampton,mc,dm,,,,,1.73,61,12,20,9,12,13,10,14,9,9,9,6,7,14,9,11,14,7,13,7,13,13,13,13,12,9,13,11,14,16,14,12,13,13,11,12,12,14,9,,,,,,,,,,,
472,Jack Stephens,Southampton,dc,dm,,,,,1.85,84,9,20,9,10,11,7,13,10,14,8,10,14,13,9,14,13,13,14,14,14,13,13,14,11,16,10,13,13,12,12,10,11,10,14,13,11,13,14,,,,,,,,,,,
473,Ross Stewart,Southampton,st,,,,,,1.88,85,10,20,5,11,10,14,13,5,14,10,7,6,10,14,9,12,9,11,14,13,11,13,15,8,11,14,12,15,11,14,12,12,12,16,14,12,14,13,,,,,,,,,,,
474,Sugawara Yukinari,Southampton,mr,wbr,dr,amr,,,1.8,70,9,20,13,15,12,10,14,12,8,13,12,10,16,12,11,14,12,13,14,13,9,12,14,13,5,13,10,14,14,14,14,14,11,11,13,14,16,8,,,,,,,,,,,
475,Charlie Taylor,Southampton,dl,wbl,dc,,,,1.81,70,20,7,12,15,12,9,14,11,11,9,10,13,12,5,15,12,10,12,13,11,13,13,14,11,8,13,15,14,9,14,14,12,13,11,17,12,15,13,,,,,,,,,,,
476,Kyle Walker-Peters,Southampton,dr,wbr,dl,,,,1.74,64,12,20,10,14,16,10,14,6,10,8,5,11,12,8,14,13,12,13,12,13,11,13,14,11,8,14,14,15,12,16,14,14,14,6,18,14,16,11,,,,,,,,,,,
477,Nathan Wood-Gordon,Southampton,dc,,,,,,1.88,81,8,20,4,5,9,6,9,4,11,5,5,14,10,5,14,9,12,12,14,11,13,12,10,6,10,9,14,13,10,11,12,9,8,14,15,14,14,15,,,,,,,,,,,
515,Maxwel Cornet,Southampton,aml,ml,amr,st,,,1.79,69,20,12,12,11,11,14,11,11,11,10,10,11,12,10,11,12,8,10,13,12,11,10,14,12,6,10,10,13,11,14,15,13,12,10,15,15,13,12,,,,,,,,,,,
518,Flynn Downes,Southampton,dm,mc,,,,,1.82,79,7,20,9,7,13,8,14,8,9,7,8,12,13,8,15,13,16,15,13,15,13,13,15,8,10,10,15,14,12,15,13,13,14,10,14,13,15,13,,,,,,,,,,,
584,Ben Brereton Díaz,Southampton,st,aml,ml,amr,,,1.86,80,14,20,4,8,13,13,11,10,11,11,2,4,10,12,3,12,10,11,12,12,10,10,13,10,7,11,4,14,9,14,14,11,11,12,15,14,13,14,,,,,,,,,,,
608,Tyler Dibling,Southampton,amr,aml,amc,mc,,,1.78,72,20,10,10,12,15,12,15,11,9,14,11,9,11,9,9,15,7,11,11,11,11,11,12,13,8,12,11,12,11,12,15,12,13,11,11,15,11,10,,,,,,,,,,,
623,Mateus Gonçalo Espanha Fernandes,Southampton,mc,amc,,,,,1.78,72,9,20,11,13,15,11,15,9,10,11,7,9,14,10,14,15,13,9,9,13,13,13,14,12,8,13,12,14,15,14,13,14,13,9,14,13,15,8,,,,,,,,,,,
693,Joseph O'Brien-Whitmarsh,Southampton,mc,amc,,,,,1.85,70,5,20,7,12,10,8,13,7,10,9,7,8,13,9,8,13,9,9,10,11,11,11,13,11,3,12,8,11,12,12,12,11,13,11,14,12,13,12,,,,,,,,,,,
718,Welington Damascena Santos,Southampton,dl,wbl,,,,,1.75,70,20,8,10,13,12,10,12,7,8,8,10,10,13,11,10,13,8,11,13,12,11,11,12,12,8,13,12,13,10,13,16,15,11,9,14,15,14,6,,,,,,,,,,,
719,Joachim Kayi-Sanda,Southampton,dc,,,,,,1.86,76,8,20,8,5,1,5,10,9,12,8,6,15,10,5,15,7,11,13,12,10,10,15,3,5,11,9,14,9,8,10,12,9,10,13,11,9,7,8,,,,,,,,,,,
734,Albert Grønbæk,Southampton,mc,amc,amr,aml,,,1.85,73,12,20,12,12,14,11,15,12,10,14,8,8,12,9,6,14,13,13,13,12,11,13,10,15,7,12,8,13,12,14,15,15,13,12,14,14,14,8,,,,,,,,,,,
82,Dominic Solanke-Mitchell,Spurs,st,,,,,,1.87,74,12,20,6,11,13,15,15,9,13,11,8,8,12,15,9,16,13,15,13,15,12,13,12,12,5,17,10,15,12,18,15,14,14,15,17,15,16,15,,,,,,,,,,,
478,Ashley Phillips,Spurs,dc,,,,,,1.93,79,10,20,4,7,8,5,11,6,12,4,5,11,11,5,11,11,10,12,12,11,11,12,14,5,10,9,11,11,11,11,14,11,12,16,14,15,12,13,,,,,,,,,,,
479,Brandon Austin,Spurs,gk,,,,,,1.88,85,11,20,,,,,7,6,,,,,6,4,,5,12,16,13,11,10,16,11,3,14,2,16,12,11,11,13,12,12,14,12,12,9,13,11,10,11,5,8,12,14,11,13,12,9
480,Rodrigo Bentancur,Spurs,mc,dm,,,,,1.87,77,12,20,12,12,14,10,15,12,12,11,7,14,16,8,16,14,16,15,13,15,13,14,12,11,10,10,16,15,14,16,12,14,15,13,14,13,15,14,,,,,,,,,,,
481,Lucas Bergvall,Spurs,mc,amc,dm,,,,1.86,74,7,20,12,10,14,10,15,12,7,11,5,7,15,10,9,16,12,13,10,13,13,15,18,13,11,11,9,14,14,13,18,15,9,13,12,14,11,9,,,,,,,,,,,
482,Yves Bissouma,Spurs,dm,mc,,,,,1.82,78,8,20,7,10,15,8,15,12,11,12,6,13,13,12,16,14,13,14,14,16,13,13,14,14,11,11,13,14,9,15,15,13,12,11,14,13,15,14,,,,,,,,,,,
483,Bryan Gil Salvatierra,Spurs,aml,ml,amc,amr,,,1.75,69,20,9,10,14,16,13,13,10,8,11,6,6,12,10,5,14,10,13,9,11,11,12,15,17,7,14,5,10,13,12,16,15,14,7,12,14,13,8,,,,,,,,,,,
484,Ben Davies,Spurs,dl,dc,wbl,,,,1.82,76,20,8,11,12,12,8,13,13,15,7,11,13,14,10,15,13,13,15,18,13,11,14,15,9,12,13,13,15,12,16,12,13,13,12,14,13,16,14,,,,,,,,,,,
485,Alfie Devine,Spurs,mc,amc,dm,,,,1.82,74,12,20,8,8,10,10,13,11,9,12,5,8,12,13,9,12,14,11,13,12,8,10,14,13,7,11,8,12,12,13,13,11,13,10,15,13,13,10,,,,,,,,,,,
486,Radu Drăgușin,Spurs,dc,dr,,,,,1.91,82,8,20,6,12,10,6,14,6,16,6,10,15,13,6,15,13,14,13,13,11,12,12,14,10,12,9,14,11,10,12,14,13,14,15,14,14,15,15,,,,,,,,,,,
487,Emerson Leite de Souza Junior,Spurs,dr,wbr,,,,,1.81,79,9,20,12,9,9,12,13,8,11,11,14,15,12,11,15,12,8,12,13,11,13,12,13,12,11,12,14,15,12,16,14,14,13,11,13,15,15,15,,,,,,,,,,,
488,Fraser Forster,Spurs,gk,,,,,,2.01,99,7,20,,,,,8,9,,,,,9,5,,7,7,12,15,16,15,15,14,2,9,1,15,6,9,12,2,12,13,20,11,2,9,19,19,11,14,4,14,13,16,3,17,12,13
489,Archie Gray,Spurs,mc,dm,,,,,1.82,75,12,20,9,10,14,10,14,10,8,11,6,11,15,8,12,14,13,14,12,15,13,14,13,13,8,13,13,15,14,14,13,13,15,11,12,14,13,10,,,,,,,,,,,
490,Pierre-Emile Højbjerg,Spurs,mc,dm,,,,,1.85,84,9,20,12,12,11,11,14,13,8,9,10,10,12,13,15,14,17,15,15,14,14,12,18,11,17,13,12,16,13,17,11,11,14,12,20,14,18,15,,,,,,,,,,,
491,Brennan Johnson,Spurs,amr,st,amc,aml,,,1.8,73,12,20,8,14,14,13,13,11,8,10,5,7,14,14,6,13,6,12,12,13,10,13,12,13,10,13,8,12,12,13,16,13,13,8,14,15,14,11,,,,,,,,,,,
492,Dejan Kulusevski,Spurs,amc,amr,mr,,,,1.86,79,20,14,11,14,16,11,15,9,7,11,4,4,17,11,7,16,7,15,8,13,12,15,15,15,6,15,6,15,16,15,13,14,17,12,14,14,18,16,,,,,,,,,,,
493,Giovani Lo Celso,Spurs,mc,amc,aml,dm,,,1.76,69,20,8,11,12,14,11,15,13,10,13,8,9,16,14,14,16,12,13,14,15,11,13,15,15,10,14,12,16,14,14,13,14,15,9,11,12,13,11,,,,,,,,,,,
494,James Maddison,Spurs,amr,amc,mc,aml,ml,,1.75,73,13,20,11,13,16,13,14,15,4,13,3,6,15,13,10,16,8,12,12,14,11,13,15,16,12,13,10,12,16,13,12,15,16,7,15,12,12,9,,,,,,,,,,,
495,Pedro Porro,Spurs,dr,wbr,mr,,,,1.76,71,8,20,13,17,15,11,15,13,8,14,11,12,16,12,14,15,15,12,17,12,12,13,16,17,8,16,13,12,15,13,16,16,13,8,17,15,15,12,,,,,,,,,,,
496,Sergio Reguilón,Spurs,dl,wbl,,,,,1.76,64,20,7,10,12,12,10,13,9,11,11,13,13,12,12,14,13,15,14,14,13,12,14,15,12,12,15,13,15,12,16,15,14,13,8,15,15,15,12,,,,,,,,,,,
497,Richarlison de Andrade,Spurs,st,aml,amr,,,,1.81,71,12,20,10,11,13,13,12,9,14,11,8,6,12,12,12,15,15,12,13,11,12,10,14,14,9,12,10,13,10,16,15,14,12,11,15,15,17,13,,,,,,,,,,,
498,Cristian Romero,Spurs,dc,,,,,,1.85,79,9,20,5,6,9,8,13,4,16,5,4,16,14,8,18,14,20,18,15,16,15,15,16,8,16,6,16,14,11,17,14,14,14,14,15,14,14,15,,,,,,,,,,,
499,Pape Matar Sarr,Spurs,mc,dm,,,,,1.84,70,11,20,7,7,13,9,15,8,10,10,8,12,14,9,13,14,11,16,16,15,15,14,16,13,10,13,14,14,14,14,14,14,15,12,14,13,17,15,,,,,,,,,,,
500,Dane Scarlett,Spurs,st,,,,,,1.81,75,12,20,4,8,12,11,11,7,11,9,6,6,9,12,6,13,11,12,10,12,9,10,14,9,6,13,7,8,7,12,14,13,12,10,13,14,9,10,,,,,,,,,,,
502,Manor Solomon,Spurs,aml,amc,amr,,,,1.67,63,11,20,10,14,17,13,14,14,8,13,10,8,14,2,8,15,7,13,11,15,12,12,15,11,9,12,8,10,12,10,13,13,13,7,13,14,14,13,,,,,,,,,,,
503,Son Heung-min,Spurs,st,aml,ml,,,,1.83,77,19,20,11,11,11,17,12,12,7,15,5,4,12,8,5,16,8,16,6,16,10,14,14,13,17,16,6,13,11,16,15,13,11,9,16,15,15,9,,,,,,,,,,,
504,Djed Spence,Spurs,dr,wbr,mr,amr,,,1.84,68,9,20,6,13,13,12,11,6,7,8,11,10,10,7,11,10,11,11,11,11,10,10,10,13,7,14,10,10,12,12,18,15,13,12,13,16,14,11,,,,,,,,,,,
505,Destiny Udogie,Spurs,dl,wbl,,,,,1.87,73,20,7,7,13,13,11,12,7,12,10,12,11,14,10,13,13,10,13,12,14,14,12,14,12,8,13,13,14,12,15,16,14,14,13,14,16,16,14,,,,,,,,,,,
506,Micky van de Ven,Spurs,dc,dl,wbl,,,,1.93,81,20,8,3,11,13,7,12,3,13,7,14,14,13,6,14,13,14,13,16,13,13,13,17,13,14,10,14,13,12,15,16,12,14,15,16,19,13,15,,,,,,,,,,,
507,Alejo Véliz,Spurs,st,,,,,,1.87,77,11,20,8,9,11,14,12,9,15,12,7,8,11,13,8,12,9,13,12,13,12,12,13,10,9,14,7,11,10,12,13,11,13,14,14,12,13,14,,,,,,,,,,,
508,Guglielmo Vicario,Spurs,gk,,,,,,1.94,83,7,20,,,,,7,6,,,,,14,1,,8,10,14,15,15,15,14,16,9,12,8,14,12,11,11,12,14,13,16,13,13,15,15,14,14,14,4,15,13,13,11,17,12,12
