name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,defensive_contribution,GW
Sebastiaan Bornauw,DEF,Leeds,,0,0,0,0,0.0,333,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,512,0,1,0,0.0,0,0,0,0,45,False,0,0,1
Tarik Muharemović,DEF,Leeds,,0,0,25,1,0.0,334,0.00,0.09,0.09,0.66,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,90,FALSE,18,0,0,0,0,1,0,306283,1,1,0,0.0,6,0,0,0,50,False,0,7,1
Anton Stach,MID,Leeds,,0,3,37,1,0.0,335,0.05,0.15,0.10,0.66,6,0,1,0.0,0.0,2026-08-22T14:00:00Z,90,FALSE,18,0,0,0,0,1,0,80326,1,1,0,0.0,13,0,0,0,60,False,0,16,1
Noah Okafor,MID,Leeds,,0,0,10,0,0.0,336,0.16,0.16,0.00,0.13,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,24,FALSE,18,0,0,0,0,1,0,45369,0,1,0,0.0,1,0,0,0,60,False,0,5,1
Brenden Aaronson,MID,Leeds,,0,0,16,1,0.0,337,0.01,0.02,0.01,0.58,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,81,FALSE,18,0,0,0,0,1,0,87156,1,1,0,0.0,3,0,0,0,55,False,0,7,1
Ethan Ampadu,MID,Leeds,,0,0,18,1,0.0,338,0.04,0.04,0.00,0.66,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,90,FALSE,18,0,0,0,0,1,0,132659,1,1,0,0.0,5,0,0,0,55,False,0,13,1
Sean Longstaff,MID,Leeds,,0,0,3,0,0.0,339,0.00,0.00,0.00,0.07,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,8,FALSE,18,0,0,0,0,1,0,12582,0,1,0,0.0,1,0,0,0,50,False,0,0,1
Wilfried Gnonto,MID,Leeds,,0,0,0,0,0.0,341,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,2172,0,1,0,0.0,0,0,0,0,50,False,0,0,1
Jack Harrison,MID,Leeds,,0,0,0,0,0.0,342,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,135,0,1,0,0.0,0,0,0,0,50,False,0,0,1
Daniel James,MID,Leeds,,0,0,0,0,0.0,343,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,11272,0,1,0,0.0,0,0,0,0,50,False,0,0,1
Ilia Gruev,MID,Leeds,,0,0,0,0,0.0,344,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,461,0,1,0,0.0,0,0,0,0,50,False,0,0,1
Tanaka Ao,MID,Leeds,,0,0,0,0,0.0,345,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,23052,0,1,0,0.0,0,0,0,0,50,False,0,0,1
Dominic Calvert-Lewin,FWD,Leeds,,0,0,-2,1,0.0,346,0.00,0.13,0.13,0.66,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,90,FALSE,18,0,0,0,0,1,0,2823371,1,1,0,0.0,1,0,0,0,60,False,1,2,1
Lukas Nmecha,FWD,Leeds,,0,0,0,0,0.0,347,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,53564,0,1,0,0.0,0,0,0,0,55,False,0,0,1
Joël Piroe,FWD,Leeds,,0,0,0,0,0.0,348,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,17239,0,1,0,0.0,0,0,0,0,50,False,0,0,1
Mateo Joseph Fernández-Regatillo,FWD,Leeds,,0,0,0,0,0.0,349,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,5936,0,1,0,0.0,0,0,0,0,45,False,0,0,1
James Trafford,GK,Leeds,,0,2,28,1,0.0,385,0.00,0.00,0.00,0.66,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,90,FALSE,18,0,0,0,0,1,3,265439,1,1,0,0.0,9,0,0,0,50,False,0,0,1
Nico Elvedi,DEF,Leeds,,0,0,0,0,0.0,598,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,1842,0,1,0,0.0,0,0,0,0,45,False,0,0,1
Jayden Lienou,DEF,Leeds,,0,0,0,0,0.0,603,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0,40,False,0,0,1
Alfie Cresswell,MID,Leeds,,0,0,0,0,0.0,604,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,FALSE,18,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0,45,False,0,0,1
Alisson Becker,GK,Liverpool,,0,0,7,0,0.0,350,0.00,0.00,0.00,1.58,9,2,0,0.0,0.0,2026-08-23T15:30:00Z,90,FALSE,17,0,0,0,0,1,3,302846,1,2,2,0.0,2,0,0,0,55,False,0,0,1
Giorgi Mamardashvili,GK,Liverpool,,0,0,0,0,0.0,351,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,13503,0,2,2,0.0,0,0,0,0,50,False,0,0,1
Freddie Woodman,GK,Liverpool,,0,0,0,0,0.0,352,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,97477,0,2,2,0.0,0,0,0,0,40,False,0,0,1
Armin Pecsi,GK,Liverpool,,0,0,0,0,0.0,353,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,2936,0,2,2,0.0,0,0,0,0,40,False,0,0,1
Vitezslav Jaros,GK,Liverpool,,0,0,0,0,0.0,354,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,1351,0,2,2,0.0,0,0,0,0,40,False,0,0,1
Harvey Davies,GK,Liverpool,,0,0,0,0,0.0,355,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,11845,0,2,2,0.0,0,0,0,0,40,False,0,0,1
Virgil van Dijk,DEF,Liverpool,,0,0,8,0,0.0,356,0.01,0.26,0.25,1.58,9,2,0,0.0,0.0,2026-08-23T15:30:00Z,90,FALSE,17,0,0,0,0,1,0,1670280,1,2,2,0.0,2,0,0,0,65,False,1,11,1
Jeremie Frimpong,DEF,Liverpool,,0,0,3,0,0.0,357,0.09,0.10,0.01,1.58,9,2,0,0.0,0.0,2026-08-23T15:30:00Z,90,FALSE,17,0,0,0,0,1,0,302241,1,2,2,0.0,0,0,0,0,55,False,1,2,1
Milos Kerkez,DEF,Liverpool,,0,0,3,0,0.0,358,0.02,0.04,0.02,1.58,9,2,0,0.0,0.0,2026-08-23T15:30:00Z,90,FALSE,17,0,0,0,0,1,0,332539,1,2,2,0.0,0,0,0,0,55,False,1,7,1
Joe Gomez,DEF,Liverpool,,0,0,0,0,0.0,359,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,1714,0,2,2,0.0,0,0,0,0,50,False,0,0,1
Conor Bradley,DEF,Liverpool,,0,0,0,0,0.0,360,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,957,0,2,2,0.0,0,0,0,0,50,False,0,0,1
Wellity Lucky,DEF,Liverpool,,0,0,0,0,0.0,361,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,10838,0,2,2,0.0,0,0,0,0,40,False,0,0,1
Jeremy Jacquet,DEF,Liverpool,,0,0,9,0,0.0,362,0.02,0.02,0.00,1.04,9,2,0,0.0,0.0,2026-08-23T15:30:00Z,69,FALSE,17,0,0,0,0,1,0,205604,1,2,2,0.0,1,0,0,0,50,False,0,3,1
Giovanni Leoni,DEF,Liverpool,,0,0,0,0,0.0,363,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,4082,0,2,2,0.0,0,0,0,0,40,False,0,0,1
Kostas Tsimikas,DEF,Liverpool,,0,0,0,0,0.0,364,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,6683,0,2,2,0.0,0,0,0,0,50,False,0,0,1
Calvin Ramsay,DEF,Liverpool,,0,0,0,0,0.0,365,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,19328,0,2,2,0.0,0,0,0,0,40,False,0,0,1
Florian Wirtz,MID,Liverpool,,0,0,16,0,0.0,366,0.04,0.30,0.26,0.51,9,2,0,0.0,0.0,2026-08-23T15:30:00Z,62,FALSE,17,0,0,0,0,1,0,1122658,1,2,2,0.0,2,0,0,0,75,False,0,5,1
Cody Gakpo,MID,Liverpool,,0,3,33,0,0.0,367,0.15,0.45,0.30,1.58,9,2,1,0.0,0.0,2026-08-23T15:30:00Z,90,FALSE,17,0,0,0,0,1,0,310403,1,2,2,0.0,12,0,0,0,70,False,0,12,1
Dominik Szoboszlai,MID,Liverpool,,0,1,29,0,0.0,368,0.27,1.12,0.85,1.58,9,2,1,0.0,0.0,2026-08-23T15:30:00Z,90,FALSE,17,0,0,0,0,1,0,3733259,1,2,2,0.0,8,0,0,0,70,False,0,7,1
Rio Ngumoha,MID,Liverpool,,0,0,9,0,0.0,369,0.02,0.06,0.04,0.51,9,2,0,0.0,0.0,2026-08-23T15:30:00Z,62,FALSE,17,0,0,0,0,1,0,104767,1,2,2,0.0,2,0,0,0,60,False,0,3,1
Federico Chiesa,MID,Liverpool,,0,0,0,0,0.0,370,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,11756,0,2,2,0.0,0,0,0,0,55,False,0,0,1
Ryan Gravenberch,MID,Liverpool,,1,0,26,0,0.0,371,0.05,0.11,0.06,1.10,9,2,0,0.0,0.0,2026-08-23T15:30:00Z,77,FALSE,17,0,0,0,0,1,0,172067,1,2,2,0.0,5,0,0,0,60,False,0,11,1
Alexis Mac Allister,MID,Liverpool,,0,0,9,0,0.0,372,0.01,0.01,0.00,1.07,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,27,FALSE,17,0,0,0,0,1,0,151941,0,2,2,0.0,1,0,0,0,55,False,0,3,1
Curtis Jones,MID,Liverpool,,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,4822,0,2,2,0.0,0,0,0,0,55,False,0,0,1
Endo Wataru,MID,Liverpool,,0,0,0,0,0.0,374,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,5090,0,2,2,0.0,0,0,0,0,50,False,0,0,1
Trey Nyoni,MID,Liverpool,,0,0,0,0,0.0,375,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,3729,0,2,2,0.0,0,0,0,0,50,False,0,0,1
Stefan Bajčetić Maquieira,MID,Liverpool,,0,0,0,0,0.0,376,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,157,0,2,2,0.0,0,0,0,0,50,False,0,0,1
Victor Munoz,MID,Liverpool,,1,0,15,0,0.0,377,0.04,0.14,0.10,1.07,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,27,FALSE,17,0,0,0,0,1,0,48042,0,2,2,0.0,4,0,0,0,65,False,0,0,1
James McConnell,MID,Liverpool,,0,0,0,0,0.0,378,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,24189,0,2,2,0.0,0,0,0,0,45,False,0,0,1
Alexander Isak,FWD,Liverpool,,0,0,6,0,0.0,379,0.01,1.10,1.09,1.58,9,2,0,0.0,0.0,2026-08-23T15:30:00Z,90,FALSE,17,0,0,0,0,1,0,1493302,1,2,2,0.0,2,0,0,0,90,False,0,1,1
Hugo Ekitiké,FWD,Liverpool,,0,0,0,0,0.0,380,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,14410,0,2,2,0.0,0,0,0,0,75,False,0,0,1
Lewis Koumas,MID,Liverpool,,0,0,4,0,0.0,381,0.00,0.03,0.03,0.48,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,12,FALSE,17,0,0,0,0,1,0,1626,0,2,2,0.0,1,0,0,0,50,False,0,1,1
Jayden Danns,FWD,Liverpool,,0,0,0,0,0.0,382,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,3221,0,2,2,0.0,0,0,0,0,45,False,0,0,1
Harvey Elliott,MID,Liverpool,,0,0,0,0,0.0,383,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,FALSE,17,0,0,0,0,1,0,6399,0,2,2,0.0,0,0,0,0,55,False,0,0,1
Ronald Araujo,DEF,Liverpool,,0,0,3,0,0.0,579,0.03,0.03,0.00,0.54,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,20,FALSE,17,0,0,0,0,1,0,211388,0,2,2,0.0,1,0,0,0,55,False,0,4,1
Jack Grealish,MID,Man City,,0,0,2,0,0.0,238,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,8,FALSE,3,0,0,0,0,1,0,16005,0,1,2,0.0,1,0,0,0,65,True,0,1,1
Gianluigi Donnarumma,GK,Man City,,0,0,12,0,0.0,384,0.00,0.00,0.00,0.65,8,1,0,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,3,0,0,0,0,1,3,722204,1,1,2,0.0,3,0,0,0,55,True,0,0,1
Marcus Bettinelli,GK,Man City,,0,0,0,0,0.0,386,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,2479,0,1,2,0.0,0,0,0,0,45,True,0,0,1
Nico O'Reilly,DEF,Man City,,0,0,5,0,0.0,387,0.41,0.48,0.07,0.55,8,1,0,0.0,0.0,2026-08-23T13:00:00Z,62,FALSE,3,0,0,0,0,1,0,1877660,1,1,2,0.0,2,0,0,0,65,True,0,2,1
Marc Guéhi,DEF,Man City,,0,2,31,0,0.0,388,0.32,1.21,0.89,0.65,8,1,1,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,3,0,0,0,0,1,0,1521853,1,1,2,0.0,10,0,0,0,60,True,0,4,1
Matheus Nunes,DEF,Man City,,0,0,4,0,0.0,389,0.04,0.04,0.00,0.10,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,33,FALSE,3,0,0,0,0,1,0,123928,0,1,2,0.0,1,0,0,0,60,True,0,1,1
Rúben dos Santos Gato Alves Dias,DEF,Man City,,0,0,11,0,0.0,390,0.14,0.14,0.00,0.65,8,1,0,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,3,0,0,0,0,1,0,148709,1,1,2,0.0,2,0,0,0,55,True,0,6,1
Joško Gvardiol,DEF,Man City,,0,1,28,0,0.0,391,0.05,0.24,0.19,0.65,8,1,1,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,3,0,0,0,0,1,0,980214,1,1,2,0.0,9,0,0,0,55,True,0,7,1
Rayan Aït-Nouri,DEF,Man City,,0,0,0,0,0.0,392,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,79425,0,1,2,0.0,0,0,0,0,55,True,0,0,1
Abdukodir Khusanov,DEF,Man City,,0,0,14,0,0.0,393,0.02,0.02,0.00,0.65,8,1,0,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,3,0,0,0,0,1,0,147622,1,1,2,0.0,2,0,0,0,55,True,0,4,1
Max Alleyne,DEF,Man City,,0,0,0,0,0.0,394,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,1089,0,1,2,0.0,0,0,0,0,50,True,0,0,1
Rico Lewis,DEF,Man City,,0,0,-1,0,0.0,395,0.02,0.19,0.17,0.55,8,1,0,0.0,0.0,2026-08-23T13:00:00Z,56,FALSE,3,0,0,0,0,1,0,18491,1,1,2,0.0,1,0,0,0,45,True,0,2,1
Vitor de Oliveira Nunes dos Reis,DEF,Man City,,0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,1856,0,1,2,0.0,0,0,0,0,45,True,0,0,1
Antoine Semenyo,MID,Man City,,0,0,16,0,0.0,397,0.02,0.08,0.06,0.65,8,1,0,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,3,0,0,0,0,1,0,2354040,1,1,2,0.0,2,0,0,0,85,True,0,5,1
Phil Foden,MID,Man City,,0,0,15,0,0.0,398,0.40,0.52,0.12,0.65,8,1,0,0.0,0.0,2026-08-23T13:00:00Z,81,FALSE,3,0,0,0,0,1,0,387178,1,1,2,0.0,1,0,0,0,70,True,1,6,1
Rayan Cherki,MID,Man City,,2,1,28,0,0.0,399,0.50,0.50,0.00,0.10,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,27,FALSE,3,0,0,0,0,1,0,679336,0,1,2,0.0,8,0,0,0,75,True,0,0,1
Jérémy Doku,MID,Man City,,0,0,0,0,0.0,400,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,191182,0,1,2,0.0,0,0,0,0,75,True,0,0,1
Omar Marmoush,FWD,Man City,,0,0,0,0,0.0,401,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,80421,0,1,2,0.0,0,0,0,0,70,True,0,0,1
Rodrigo 'Rodri' Hernandez Cascante,MID,Man City,,0,0,0,0,0.0,402,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,2341,0,1,2,0.0,0,0,0,0,65,True,0,0,1
Sávio Moreira de Oliveira,MID,Man City,,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,23783,0,1,2,0.0,0,0,0,0,65,True,0,0,1
Tijjani Reijnders,MID,Man City,,0,0,0,0,0.0,404,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,11692,0,1,2,0.0,0,0,0,0,60,True,0,0,1
Nico González Iglesias,MID,Man City,,0,0,0,0,0.0,405,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,11878,0,1,2,0.0,0,0,0,0,55,True,0,0,1
Mateo Kovačić,MID,Man City,,0,0,3,0,0.0,406,0.01,0.01,0.00,0.10,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,27,FALSE,3,0,0,0,0,1,0,6303,0,1,2,0.0,1,0,0,0,55,True,0,2,1
Claudio Echeverri,MID,Man City,,0,0,0,0,0.0,407,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,1572,0,1,2,0.0,0,0,0,0,50,True,0,0,1
Kalvin Phillips,MID,Man City,,0,0,0,0,0.0,408,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,1073,0,1,2,0.0,0,0,0,0,50,True,0,0,1
Divine Mukasa,MID,Man City,,0,0,0,0,0.0,409,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,16621,0,1,2,0.0,0,0,0,0,45,True,0,0,1
Jeremy Monga,MID,Man City,,0,0,0,0,0.0,410,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,1505,0,1,2,0.0,0,0,0,0,50,True,0,0,1
Erling Haaland,FWD,Man City,,0,0,6,0,0.0,411,0.02,0.76,0.74,0.65,8,1,0,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,3,0,0,0,0,1,0,6209794,1,1,2,0.0,2,0,0,0,155,True,0,3,1
Elliot Anderson,MID,Man City,,0,0,14,0,0.0,481,0.25,0.25,0.00,0.55,8,1,0,0.0,0.0,2026-08-23T13:00:00Z,62,FALSE,3,0,0,0,0,1,0,707651,1,1,2,0.0,2,0,0,0,65,True,0,6,1
Gerónimo Rulli,GK,Man City,,0,0,0,0,0.0,587,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,3,0,0,0,0,1,0,1589,0,1,2,0.0,0,0,0,0,50,True,0,0,1
Youri Tielemans,MID,Man Utd,,0,0,13,0,0.0,43,0.11,0.15,0.04,0.94,4,2,0,0.0,0.0,2026-08-22T11:30:00Z,66,FALSE,11,0,0,0,0,1,0,224637,1,0,2,0.0,2,0,0,0,60,False,0,5,1
Andrey Nascimento dos Santos,MID,Man Utd,,0,0,17,0,0.0,162,0.23,0.23,0.00,0.94,4,2,0,0.0,0.0,2026-08-22T11:30:00Z,66,FALSE,11,0,0,0,0,1,0,93940,1,0,2,0.0,2,0,0,0,50,False,0,9,1
Karl Darlow,GK,Man Utd,,0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,FALSE,11,0,0,0,0,1,0,3043,0,0,2,0.0,0,0,0,0,45,False,0,0,1
Senne Lammens,GK,Man Utd,,0,0,7,0,0.0,412,0.00,0.00,0.00,1.01,4,2,0,0.0,0.0,2026-08-22T11:30:00Z,90,FALSE,11,0,0,0,0,1,2,1497029,1,0,2,0.0,1,0,0,0,50,False,0,0,1
Altay Bayındır,GK,Man Utd,,0,0,0,0,0.0,413,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,FALSE,11,0,0,0,0,1,0,2353,0,0,2,0.0,0,0,0,0,45,False,0,0,1
Tom Heaton,GK,Man Utd,,0,0,0,0,0.0,414,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,FALSE,11,0,0,0,0,1,0,9078,0,0,2,0.0,0,0,0,0,40,False,0,0,1
Patrick Dorgu,MID,Man Utd,,0,0,-11,0,0.0,415,0.03,0.50,0.47,0.92,4,2,0,0.0,0.0,2026-08-22T11:30:00Z,45,FALSE,11,0,0,0,0,1,0,121744,1,0,2,0.0,0,0,0,0,60,False,1,1,1
Matthijs de Ligt,DEF,Man Utd,,0,0,0,0,0.0,416,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,FALSE,11,0,0,0,0,1,0,2274,0,0,2,0.0,0,0,0,0,50,False,0,0,1
Diogo Dalot Teixeira,DEF,Man Utd,,0,0,6,0,0.0,417,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,10,FALSE,11,0,0,0,0,1,0,246316,0,0,2,0.0,1,0,0,0,50,False,0,3,1
Harry Maguire,DEF,Man Utd,,0,0,15,0,0.0,418,0.40,0.44,0.04,1.01,4,2,0,0.0,0.0,2026-08-22T11:30:00Z,90,FALSE,11,0,0,0,0,1,0,1650905,1,0,2,0.0,1,0,0,0,50,False,0,4,1
Lisandro Martínez,DEF,Man Utd,,0,0,0,0,0.0,419,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,FALSE,11,0,0,0,0,1,0,115360,0,0,2,0.0,0,0,0,0,50,False,0,0,1
Leny Yoro,DEF,Man Utd,,0,0,0,0,0.0,420,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,FALSE,11,0,0,0,0,1,0,62047,0,0,2,0.0,0,0,0,0,50,False,0,0,1
Ayden Heaven,DEF,Man Utd,,0,0,5,0,0.0,421,0.04,0.16,0.12,1.01,4,2,0,0.0,0.0,2026-08-22T11:30:00Z,90,FALSE,11,0,0,0,0,1,0,33647,1,0,2,0.0,1,0,0,0,45,False,0,2,1
Noussair Mazraoui,DEF,Man Utd,,0,0,8,0,0.0,422,0.05,0.27,0.22,1.01,4,2,0,0.0,0.0,2026-08-22T11:30:00Z,79,FALSE,11,0,0,0,0,1,0,56217,1,0,2,0.0,1,0,0,0,45,False,0,5,1
Luke Shaw,DEF,Man Utd,,0,0,13,0,0.0,423,0.26,0.26,0.00,1.01,4,2,0,0.0,0.0,2026-08-22T11:30:00Z,90,FALSE,11,0,0,0,0,1,0,1947696,1,0,2,0.0,1,0,0,0,45,False,0,4,1
Harry Amass,DEF,Man Utd,,0,0,0,0,0.0,424,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,FALSE,11,0,0,0,0,1,0,18310,0,0,2,0.0,0,0,0,0,40,False,0,0,1
Tyler Fredricson,DEF,Man Utd,,0,0,0,0,0.0,425,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,FALSE,11,0,0,0,0,1,0,2582,0,0,2,0.0,0,0,0,0,40,False,0,0,1
Bruno Borges Fernandes,MID,Man Utd,,0,0,18,0,0.0,426,0.26,0.34,0.08,1.01,4,2,0,0.0,0.0,2026-08-22T11:30:00Z,90,FALSE,11,0,0,0,0,1,0,4653303,1,0,2,0.0,2,0,0,0,120,False,0,6,1
Bryan Mbeumo,MID,Man Utd,,0,0,12,0,0.0,427,0.23,0.73,0.50,1.01,4,2,0,0.0,0.0,2026-08-22T11:30:00Z,90,FALSE,11,0,0,0,0,1,0,3492739,1,0,2,0.0,2,0,0,0,80,False,0,4,1
Matheus Santos Carneiro da Cunha,MID,Man Utd,,0,0,14,0,0.0,428,0.21,0.45,0.24,1.01,4,2,0,0.0,0.0,2026-08-22T11:30:00Z,79,FALSE,11,0,0,0,0,1,0,901042,1,0,2,0.0,2,0,0,0,80,False,0,3,1
