age,assists,assists_per90,cards_red,cards_yellow,cards_yellow_red,crosses,fbref_id,fouled,fouls,games,games_complete,games_starts,games_subs,goals,goals_assists,goals_assists_pens_per90,goals_assists_per90,goals_pens,goals_pens_per90,goals_per90,goals_per_shot,goals_per_shot_on_target,interceptions,minutes,minutes_90s,minutes_pct,minutes_per_game,minutes_per_start,minutes_per_sub,name,nationality,offsides,on_goals_against,on_goals_for,own_goals,pens_att,pens_conceded,pens_made,pens_won,plus_minus,plus_minus_per90,plus_minus_wowy,points_per_game,position,shots,shots_on_target,shots_on_target_pct,shots_on_target_per90,shots_per90,tackles_won,team,unused_subs,gk_clean_sheets,gk_clean_sheets_pct,gk_games,gk_games_starts,gk_goals_against,gk_goals_against_per90,gk_losses,gk_minutes,gk_pens_allowed,gk_pens_att,gk_pens_missed,gk_pens_save_pct,gk_pens_saved,gk_save_pct,gk_saves,gk_shots_on_target_against,gk_ties,gk_wins
"23-172","0","0.00","0","0","0","0","b38ac6a4","0","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Antonín Kinský","cz CZE","0","5","0","0","0","0.00","0","0.00","-5","-2.50","0.00","0.00","GK","0","0","0.00","0.00","0.00","0","Spurs","0","0","0.0","2","2","5","2.50","2","180","0","1","1","0.00","0","50.0","5","10","0","0"
"26-116","0","0.00","0","0","0","2","0db169ae","3","1","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","164","1.8","91.1","82","82","0.00","Sandro Tonali","it ITA","1","5","0","0","0","0.00","0","0.00","-5","-2.74","-2.74","0.00","MF","3","1","33.3","0.55","1.65","1","Spurs","0","","","","","","","","","","","","","","","","","",""
"32-174","0","0.00","0","0","0","8","2e4f5f03","2","0","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","157","1.7","87.2","79","79","0.00","Andy Robertson","sct SCO","0","4","0","0","0","0.00","0","0.00","-4","-2.29","+1.62","0.00","DF","1","1","100.0","0.57","0.57","2","Spurs","0","","","","","","","","","","","","","","","","","",""
"21-127","0","0.00","0","0","0","4","829aa60c","0","2","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","157","1.7","87.2","79","79","0.00","Mathys Tel","fr FRA","0","4","0","0","0","0.00","0","0.00","-4","-2.29","+1.62","0.00","MF","5","1","20.0","0.57","2.87","1","Spurs","0","","","","","","","","","","","","","","","","","",""
"20-173","0","0.00","0","0","0","2","f58515f5","4","1","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","152","1.7","84.4","76","76","0.00","Archie Gray","eng ENG","0","4","0","0","0","0.00","0","0.00","-4","-2.37","+0.85","0.00","DF","0","0","0.00","0.00","0.00","1","Spurs","0","","","","","","","","","","","","","","","","","",""
"29-068","0","0.00","0","0","0","1","3b8674e6","0","6","2","1","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","135","1.5","75.0","68","90","45","Rodrigo Bentancur","uy URU","0","3","0","0","0","0.00","0","0.00","-3","-2.00","+2.00","0.00","MF","0","0","0.00","0.00","0.00","4","Spurs","0","","","","","","","","","","","","","","","","","",""
"22-053","0","0.00","0","0","0","7","ef491564","0","4","2","1","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","135","1.5","75.0","68","90","45","Mateus Fernandes","pt POR","0","3","0","0","0","0.00","0","0.00","-3","-2.00","+2.00","0.00","MF","1","0","0.0","0.00","0.67","2","Spurs","0","","","","","","","","","","","","","","","","","",""
"27-206","0","0.00","0","0","0","0","0e0102eb","1","3","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","90","1.0","50.0","90","90","0.00","Omar Marmoush","eg EGY","0","2","0","0","0","0.00","0","0.00","-2","-2.00","+1.00","0.00","FW","3","1","33.3","1.00","3.00","1","Spurs","0","","","","","","","","","","","","","","","","","",""
"19-021","0","0.00","0","0","0","2","00953a9d","1","0","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","90","1.0","50.0","45","67","23","Mikey Moore","eng ENG","1","4","0","0","0","0.00","0","0.00","-4","-4.00","-3.00","0.00","MF","4","3","75.0","3.00","4.00","0","Spurs","0","","","","","","","","","","","","","","","","","",""
"26-353","0","0.00","0","0","0","4","27d0a506","2","1","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","90","1.0","50.0","90","90","0.00","Pedro Porro","es ESP","0","2","0","0","0","0.00","0","0.00","-2","-2.00","+1.00","0.00","MF","4","1","25.0","1.00","4.00","0","Spurs","0","","","","","","","","","","","","","","","","","",""
"29-114","0","0.00","0","0","0","0","35141f4c","3","2","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","90","1.0","50.0","90","90","0.00","Marcos Senesi","ar ARG","1","3","0","0","0","0.00","0","0.00","-3","-3.00","-1.00","0.00","DF","0","0","0.00","0.00","0.00","4","Spurs","1","","","","","","","","","","","","","","","","","",""
"25-135","0","0.00","0","1","0","0","8fe2a392","1","2","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","90","1.0","50.0","90","90","0.00","Micky van de Ven","nl NED","0","2","0","0","0","0.00","0","0.00","-2","-2.00","+1.00","0.00","DF","0","0","0.00","0.00","0.00","1","Spurs","0","","","","","","","","","","","","","","","","","",""
"29-114","0","0.00","0","0","0","0","fa031b34","1","2","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","67","0.7","37.2","67","67","0.00","Richarlison","br BRA","0","3","0","0","0","0.00","0","0.00","-3","-4.03","-2.44","0.00","FW","0","0","0.00","0.00","0.00","0","Spurs","0","","","","","","","","","","","","","","","","","",""
"20-211","0","0.00","0","0","0","1","a109e5c8","0","0","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","45","0.5","25.0","45","45","0.00","Lucas Bergvall","se SWE","0","2","0","0","0","0.00","0","0.00","-2","-4.00","-2.00","0.00","MF","0","0","0.00","0.00","0.00","0","Spurs","1","","","","","","","","","","","","","","","","","",""
"26-207","0","0.00","0","1","0","0","c2731c10","1","1","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","45","0.5","25.0","45","45","0.00","Conor Gallagher","eng ENG","0","2","0","0","0","0.00","0","0.00","-2","-4.00","-2.00","0.00","MF","1","0","0.0","0.00","2.00","1","Spurs","1","","","","","","","","","","","","","","","","","",""
"28-352","0","0.00","0","0","0","0","e77dc3b2","2","0","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","39","0.4","21.7","20","0.00","20","Dominic Solanke","eng ENG","1","0","0","0","0","0.00","0","0.00","0","0.00","+3.19","0.00","FW","2","1","50.0","2.31","4.62","0","Spurs","0","","","","","","","","","","","","","","","","","",""
"23-277","0","0.00","0","0","0","2","7cd520e8","1","1","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","28","0.3","15.6","14","0.00","14","Destiny Udogie","it ITA","0","1","0","0","0","0.00","0","0.00","-1","-3.21","-0.85","0.00","DF,MF","0","0","0.00","0.00","0.00","1","Spurs","0","","","","","","","","","","","","","","","","","",""
"26-030","0","0.00","0","0","0","5","b62878a5","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","23","0.3","12.8","23","0.00","23","Mohammed Kudus","gh GHA","0","1","0","0","0","0.00","0","0.00","-1","-3.91","-1.62","0.00","FW,MF","1","0","0.0","0.00","3.91","0","Spurs","0","","","","","","","","","","","","","","","","","",""
"29-282","0","0.00","0","0","0","1","ee38d9c5","2","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","23","0.3","12.8","23","0.00","23","James Maddison","eng ENG","0","0","0","0","0","0.00","0","0.00","0","0.00","+2.87","0.00","FW,MF","0","0","0.00","0.00","0.00","0","Spurs","0","","","","","","","","","","","","","","","","","",""
"27-347","0.00","0.00","0.00","0.00","","","6e33125f","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Kevin Danso","at AUT","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF,MF","","","","","","","Spurs","1","","","","","","","","","","","","","","","","","",""
"37-229","0.00","0.00","0.00","0.00","","","3a949a25","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Martin Dúbravka","sk SVK","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Spurs","2","","","","","","","","","","","","","","","","","",""
"17-335","0.00","0.00","0.00","0.00","","","d2fe0b0b","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Luca Williams Barnett","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","FW","","","","","","","Spurs","1","","","","","","","","","","","","","","","","","",""
"23-032","0","0.00","0","1","0","0","1227a22d","0","3","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Aurèle Amenda","ch SUI","0","4","0","0","0","0.00","0","0.00","-4","-2.00","0.00","0.00","DF","1","0","0.0","0.00","0.50","0","Coventry City","0","","","","","","","","","","","","","","","","","",""
"28-132","0","0.00","0","0","0","5","2a158ded","0","1","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","180","2.0","100.0","90","90","0.00","Jay Dasilva","wls WAL","0","4","0","0","0","0.00","0","0.00","-4","-2.00","0.00","0.00","DF","1","1","100.0","0.50","0.50","2","Coventry City","0","","","","","","","","","","","","","","","","","",""
"25-358","0","0.00","0","0","0","3","58448fbb","0","2","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","180","2.0","100.0","90","90","0.00","Milan van Ewijk","nl NED","0","4","0","0","0","0.00","0","0.00","-4","-2.00","0.00","0.00","DF","0","0","0.00","0.00","0.00","1","Coventry City","0","","","","","","","","","","","","","","","","","",""
"31-048","0","0.00","0","0","0","10","81a487b9","2","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Matt Grimes","eng ENG","0","4","0","0","0","0.00","0","0.00","-4","-2.00","0.00","0.00","MF","1","0","0.0","0.00","0.50","0","Coventry City","0","","","","","","","","","","","","","","","","","",""
"25-061","0","0.00","0","0","0","0","810912d5","0","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Carl Rushworth","eng ENG","0","4","0","0","0","0.00","0","0.00","-4","-2.00","0.00","0.00","GK","0","0","0.00","0.00","0.00","0","Coventry City","0","0","0.0","2","2","4","2.00","2","180","0","0","0","0.00","0","42.9","3","7","0","0"
"25-214","0","0.00","0","0","0","1","6a471ee8","4","3","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","167","1.9","92.8","84","84","0.00","Bobby Thomas","eng ENG","0","3","0","0","0","0.00","0","0.00","-3","-1.62","+5.31","0.00","DF","1","0","0.0","0.00","0.54","1","Coventry City","0","","","","","","","","","","","","","","","","","",""
"22-358","0","0.00","0","0","0","7","a3c8b4d3","2","1","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","139","1.5","77.2","70","70","0.00","Loum Tchaouna","fr FRA","0","3","0","0","0","0.00","0","0.00","-3","-1.94","+0.25","0.00","MF","3","0","0.0","0.00","1.94","1","Coventry City","0","","","","","","","","","","","","","","","","","",""
"20-229","0","0.00","0","1","0","1","d40ce7b0","2","3","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","131","1.5","72.8","66","66","0.00","Caleb Yirenkyi","gh GHA","0","3","0","0","0","0.00","0","0.00","-3","-2.06","-0.22","0.00","MF","1","0","0.0","0.00","0.69","0","Coventry City","0","","","","","","","","","","","","","","","","","",""
"29-020","0","0.00","0","0","0","0","e5478b87","1","1","2","1","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","111","1.2","61.7","56","90","21","Taiwo Awoniyi","ng NGA","2","1","0","0","0","0.00","0","0.00","-1","-0.81","+3.10","0.00","FW","4","2","50.0","1.62","3.24","0","Coventry City","0","","","","","","","","","","","","","","","","","",""
"27-246","0","0.00","0","0","0","2","fb152f96","3","0","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","4","102","1.1","56.7","51","69","33","Brandon Thomas-Asante","gh GHA","0","4","0","0","0","0.00","0","0.00","-4","-3.53","-3.53","0.00","MF","0","0","0.00","0.00","0.00","0","Coventry City","0","","","","","","","","","","","","","","","","","",""
"26-098","0","0.00","0","0","0","1","4d395e2b","0","1","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","91","1.0","50.6","46","70","21","Jack Rudoni","eng ENG","0","0","0","0","0","0.00","0","0.00","0","0.00","+4.04","0.00","MF","2","1","50.0","0.99","1.98","0","Coventry City","0","","","","","","","","","","","","","","","","","",""
"28-243","0","0.00","0","0","0","0","2944f86f","1","3","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","3","90","1.0","50.0","90","90","0.00","Frank Onyeka","ng NGA","0","3","0","0","0","0.00","0","0.00","-3","-3.00","-2.00","0.00","MF","0","0","0.00","0.00","0.00","1","Coventry City","0","","","","","","","","","","","","","","","","","",""
"25-239","0","0.00","0","0","0","0","26d3b5be","1","2","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","69","0.8","38.3","69","69","0.00","Ellis Simms","eng ENG","0","3","0","0","0","0.00","0","0.00","-3","-3.91","-3.10","0.00","FW","0","0","0.00","0.00","0.00","0","Coventry City","1","","","","","","","","","","","","","","","","","",""
"27-007","0","0.00","0","0","0","6","0d5a541f","2","2","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","57","0.6","31.7","57","57","0.00","Ephron Mason-Clark","jm JAM","1","0","0","0","0","0.00","0","0.00","0","0.00","+2.93","0.00","MF","0","0","0.00","0.00","0.00","0","Coventry City","0","","","","","","","","","","","","","","","","","",""
"27-033","0","0.00","0","0","0","4","e8cc2cbb","0","1","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","49","0.5","27.2","25","0.00","25","Victor Torp","dk DEN","0","1","0","0","0","0.00","0","0.00","-1","-1.84","+0.22","0.00","MF","0","0","0.00","0.00","0.00","0","Coventry City","0","","","","","","","","","","","","","","","","","",""
"29-314","0","0.00","0","0","0","3","5e67ea3a","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","32","0.4","17.8","32","0.00","32","Tatsuhiro Sakamoto","jp JPN","0","1","0","0","0","0.00","0","0.00","-1","-2.81","-0.99","0.00","FW,MF","1","0","0.0","0.00","2.81","2","Coventry City","1","","","","","","","","","","","","","","","","","",""
"29-069","0","0.00","0","0","0","1","eebacc07","0","1","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","29","0.3","16.1","15","0.00","15","Gustavo Hamer","nl NED","0","1","0","0","0","0.00","0","0.00","-1","-3.10","-1.32","0.00","MF","0","0","0.00","0.00","0.00","0","Coventry City","0","","","","","","","","","","","","","","","","","",""
"33-095","0","0.00","0","0","0","0","e541326e","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","13","0.1","7.2","13","0.00","13","Ethan Pinnock","jm JAM","0","1","0","0","0","0.00","0","0.00","-1","-6.92","-5.31","0.00","DF","0","0","0.00","0.00","0.00","0","Coventry City","0","","","","","","","","","","","","","","","","","",""
"33-050","0.00","0.00","0.00","0.00","","","68db6358","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Daniel Bentley","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Coventry City","1","","","","","","","","","","","","","","","","","",""
"26-148","0.00","0.00","0.00","0.00","","","9722d36c","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Josh Eccles","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Coventry City","1","","","","","","","","","","","","","","","","","",""
"26-335","0.00","0.00","0.00","0.00","","","23aa33e2","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Liam Kitching","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Coventry City","2","","","","","","","","","","","","","","","","","",""
"26-238","0.00","0.00","0.00","0.00","","","a4183553","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Joël Latibeaudière","jm JAM","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF,MF","","","","","","","Coventry City","2","","","","","","","","","","","","","","","","","",""
"34-023","0.00","0.00","0.00","0.00","","","0118dd71","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Ben Wilson","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","FW,GK","","","","","","","Coventry City","1","","","","","","","","","","","","","","","","","",""
"20-072","0","0.00","0","0","0","0","25172468","1","1","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","11","0.1","6.1","11","0.00","11","Sindre Egeli","no NOR","0","0","1","0","0","0.00","0","0.00","+1","+8.18","+9.78","3.00","FW,MF","0","0","0.00","0.00","0.00","0","Ipswich Town","1","","","","","","","","","","","","","","","","","",""
"26-244","0","0.00","0","0","0","3","8574c61f","1","0","2","2","2","0","1","1","0.50","0.50","1","0.50","0.50","0.50","0.50","2","180","2.0","100.0","90","90","0.00","Leif Davis","eng ENG","0","6","4","0","0","0.00","0","0.00","-2","-1.00","0.00","1.50","DF","2","2","100.0","1.00","1.00","0","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"29-235","0","0.00","0","0","0","0","a712ca2b","0","3","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","3","180","2.0","100.0","90","90","0.00","Issa Diop","ma MAR","0","6","4","0","0","0.00","0","0.00","-2","-1.00","0.00","1.50","DF","0","0","0.00","0.00","0.00","1","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"25-354","0","0.00","0","1","0","0","1f169636","4","2","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Jacob Greaves","eng ENG","0","6","4","1","0","0.00","0","0.00","-2","-1.00","0.00","1.50","DF","0","0","0.00","0.00","0.00","3","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"27-181","0","0.00","0","0","0","2","1d042188","2","3","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","180","2.0","100.0","90","90","0.00","Dara O'Shea","ie IRL","0","6","4","0","0","0.00","0","0.00","-2","-1.00","0.00","1.50","DF","1","0","0.0","0.00","0.50","1","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"26-221","0","0.00","0","0","0","0","f0e4c69e","1","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Kjell Scherpen","nl NED","0","6","4","0","0","0.00","0","0.00","-2","-1.00","0.00","1.50","GK","0","0","0.00","0.00","0.00","0","Ipswich Town","0","0","0.0","2","2","6","3.00","1","180","1","1","0","0.0","0","57.1","8","14","0","1"
"30-019","1","0.56","0","1","0","4","c6e8cf1f","0","4","2","1","2","0","0","1","0.56","0.56","0","0.00","0.00","0.00","0.00","2","162","1.8","90.0","81","81","0.00","Saša Lukić","rs SRB","0","5","3","0","0","0.00","0","0.00","-2","-1.11","-1.11","1.50","MF","1","0","0.0","0.00","0.56","3","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"22-221","2","1.13","0","0","0","0","9cfbad36","4","1","2","1","2","0","0","2","1.13","1.13","0","0.00","0.00","0.00","0.00","0","160","1.8","88.9","80","80","0.00","Julio Enciso","py PAR","1","6","3","0","0","0.00","0","0.00","-3","-1.69","-6.19","1.50","MF","6","1","16.7","0.56","3.38","2","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"28-316","0","0.00","0","0","0","2","395451fc","0","3","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","151","1.7","83.9","76","76","0.00","Daizen Maeda","jp JPN","0","5","2","0","0","0.00","0","0.00","-3","-1.79","-4.89","1.50","MF","2","1","50.0","0.60","1.19","4","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"22-177","1","0.61","0","1","0","10","bceda5ff","3","2","2","0","2","0","0","1","0.61","0.61","0","0.00","0.00","0.00","0.00","1","147","1.6","81.7","74","74","0.00","Abdul Fatawu Issahaku","gh GHA","1","6","2","0","0","0.00","0","0.00","-4","-2.45","-7.90","1.50","MF","0","0","0.00","0.00","0.00","3","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"26-184","0","0.00","0","0","0","1","b6d1cf5c","0","1","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","140","1.6","77.8","70","70","0.00","Marcelino Núñez","cl CHI","0","4","2","0","0","0.00","0","0.00","-2","-1.29","-1.29","1.50","MF","1","0","0.0","0.00","0.64","1","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"22-047","0","0.00","0","0","0","1","ac24342e","2","1","2","0","2","0","1","1","0.82","0.82","1","0.82","0.82","0.33","0.50","0","110","1.2","61.1","55","55","0.00","Emersonn","br BRA","0","2","2","0","0","0.00","0","0.00","0","0.00","+2.57","1.50","FW","3","2","66.7","1.64","2.45","1","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"30-327","0","0.00","0","0","0","0","e2b384d2","2","1","2","0","0","2","1","1","1.29","1.29","1","1.29","1.29","1.00","1.00","0","70","0.8","38.9","35","0.00","35","Chuba Akpom","eng ENG","0","4","2","0","0","0.00","0","0.00","-2","-2.57","-2.57","1.50","FW,MF","1","1","100.0","1.29","1.29","0","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"24-283","0","0.00","0","0","0","0","b2c66859","0","1","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","33","0.4","18.3","17","0.00","17","Kasey McAteer","ie IRL","0","0","2","0","0","0.00","0","0.00","+2","+5.45","+7.90","1.50","MF","0","0","0.00","0.00","0.00","1","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"20-314","0","0.00","0","0","0","0","d028b5e5","0","0","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","29","0.3","16.1","15","0.00","15","Abdoul Ouattara","fr FRA","0","1","2","0","0","0.00","0","0.00","+1","+3.10","+4.89","1.50","MF","0","0","0.00","0.00","0.00","0","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"27-331","0","0.00","0","0","0","0","e82adcab","1","1","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","29","0.3","16.1","29","0.00","29","Exequiel Palacios","ar ARG","0","2","1","0","0","0.00","0","0.00","-1","-3.10","-2.51","0.00","DF,MF","0","0","0.00","0.00","0.00","1","Ipswich Town","0","","","","","","","","","","","","","","","","","",""
"25-282","0","0.00","0","0","0","0","e16932d8","0","0","1","0","0","1","1","1","4.50","4.50","1","4.50","4.50","0.50","1.00","0","20","0.2","11.1","20","0.00","20","Jack Clarke","eng ENG","0","0","1","0","0","0.00","0","0.00","+1","+4.50","+6.19","3.00","FW,MF","2","1","50.0","4.50","9.00","1","Ipswich Town","1","","","","","","","","","","","","","","","","","",""
"30-305","0","0.00","0","0","0","0","3ec9195b","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","18","0.2","10.0","18","0.00","18","Darnell Furlong","eng ENG","0","1","1","0","0","0.00","0","0.00","0","0.00","+1.11","0.00","DF,MF","0","0","0.00","0.00","0.00","0","Ipswich Town","1","","","","","","","","","","","","","","","","","",""
"22-306","0.00","0.00","0.00","0.00","","","6068431b","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Cameron Humphreys","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Ipswich Town","1","","","","","","","","","","","","","","","","","",""
"29-266","0.00","0.00","0.00","0.00","","","9f30e7ed","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Cédric Kipré","ci CIV","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Ipswich Town","2","","","","","","","","","","","","","","","","","",""
"30-296","0.00","0.00","0.00","0.00","","","c666574f","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Christian Walton","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Ipswich Town","2","","","","","","","","","","","","","","","","","",""
"33-316","0","0.00","0","0","0","0","debe38a0","1","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","180","2.0","100.0","90","90","0.00","John Egan","ie IRL","0","0","3","0","0","0.00","0","0.00","+3","+1.50","0.00","3.00","DF","0","0","0.00","0.00","0.00","1","Hull City","0","","","","","","","","","","","","","","","","","",""
"30-089","0","0.00","0","1","0","0","78b8ac63","5","3","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Oliver McBurnie","sct SCO","0","0","3","0","0","0.00","0","0.00","+3","+1.50","0.00","3.00","FW","2","2","100.0","1.00","1.00","0","Hull City","0","","","","","","","","","","","","","","","","","",""
"26-355","1","0.50","0","1","0","2","ba4d4908","1","3","2","2","2","0","0","1","0.50","0.50","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Regan Slater","eng ENG","0","0","3","0","0","0.00","0","0.00","+3","+1.50","0.00","3.00","MF","0","0","0.00","0.00","0.00","2","Hull City","0","","","","","","","","","","","","","","","","","",""
"23-297","0","0.00","0","0","0","0","9052e98c","3","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Kostas Tzolakis","gr GRE","0","0","3","0","0","0.00","0","0.00","+3","+1.50","0.00","3.00","GK","0","0","0.00","0.00","0.00","0","Hull City","0","2","100.0","2","2","0","0.00","0","180","0","0","0","0.00","0","100.0","8","8","0","2"
"26-218","0","0.00","0","0","0","13","73b1d65b","0","0","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","174","1.9","96.7","87","87","0.00","Ryan Giles","eng ENG","0","0","3","0","0","0.00","0","0.00","+3","+1.55","+1.55","3.00","DF","1","0","0.0","0.00","0.52","2","Hull City","0","","","","","","","","","","","","","","","","","",""
